,names,reviews
1914,Selma (2014),"In a time where dedicated activists are speaking their own truths to leaders who are often even less responsive, movies such as Selma feel more essential than ever."
1915,Selma (2014),"Selma's cultural significance is critical and will inevitably permeate all conversations about the film. As a reviewer, I must stress that its cinematic value speaks for itself, even when you swipe away the context of today's struggles."
1916,Selma (2014),"Selma serves as a pointed and poignant riposte to our current historical moment. It's an important film about an important story. It deserves to be seen, shared, discussed, and, like the events it depicts, never forgotten."
1917,Selma (2014),What makes Selma a truly fine film is the imagery we see.
1918,Selma (2014),"Director Ava DuVernay has crafted an impressive film that doesn't just chronicle the events in Selma, but serves as an impressive portrait of King both as a leader in the civil rights movement and a flawed family man."
1919,Selma (2014),"From the intriguing backroom politics to the sacrifices made during the era, director Ava DuVernay and screenwriter Paul Webb turns a well-documented history lesson into essential cinema."
1920,Spotlight (2015),"A syllogism: A) The Communist agenda put 1,100 men into the Catholic church to destroy it from within. B) The destruction was due to rampant pedophilia. C) Therefore, the 1,100 men were chosen because they were pedophiles. ""Spotlight"" shows why."
1921,Spotlight (2015),It's practically a documentary in the way that it depicts the reporting that led to the unearthing of 2001's shattering Catholic Archdiocese scandal.
1922,Spotlight (2015),A nearly perfect example of what happens when the perfect filmmaker works with the perfect script and acquires the perfect cast and crew to bring a story to life.
1923,Spotlight (2015),A celebration of the profession and a source of inspiration for every journalist. [Full review in Spanish]
1924,Spotlight (2015),Spotlight reminds us the relevance of journalism in a society where the search for truth has been kidnapped by fallacies. [Full review in Spanish]
1925,Spotlight (2015),"Relevant, exciting, and minimal (on a grand scale), this one is unmissable."
1926,Spotlight (2015),Spotlight itself is a masterpiece of grounded filmmaking.
1927,Spotlight (2015),"The script... is a marvel of conveying a dense amount of information and characterization with intelligence, grace, and a surprising amount of tension."
1928,Spotlight (2015),"For journalists and people who care about democracy and the value of open society, Spotlight is a master class on how things should be done."
1929,Spotlight (2015),"A good old-fashioned love letter to investigative journalism, and what it can accomplish if management has the courage to print the truth and reporters are given enough time and money to do their jobs..."
1930,Spotlight (2015),"Spotlight is a taut, pulse-pounding thriller. The all-star cast delivers realistic and transformative performances."
1931,Spotlight (2015),"The result is a collective, well-crafted film about first-class journalism."
1932,Spotlight (2015),"Spotlight has everything you need from a night at the movies - gripping, enlightening, shocking, distressing, triumphant."
1933,Spotlight (2015),The film treats the subject of the investigation with the utmost respect and gives it the weight that it deserves.
1934,Spotlight (2015),"...a film that's a bit, uh, prosaic-yet solid, intriguing and utterly credible. Like the best journalism."
1935,Spotlight (2015),"As a much-needed ode to the type of media coverage this country is desperately, painfully, ominously in need of, Spotlight is a very important film."
1936,Spotlight (2015),If I had my way this film would be required viewing for anyone of faith.
1937,Spotlight (2015),"Absorbing and understated, Spotlight handles its complex subject matter with class, restraint and, vitally, balance."
1938,Spotlight (2015),"Riveting and ceaselessly compelling, while also illustrating the inherent nobility of reporters hitting the streets and chasing down leads and finding sources."
1939,Spotlight (2015),"Spotlight is well-written, well-acted and definitely one of the better films of 2015."
1940,Spotlight (2015),"A syllogism: A) The Communist agenda put 1,100 men into the Catholic church to destroy it from within. B) The destruction was due to rampant pedophilia. C) Therefore, the 1,100 men were chosen because they were pedophiles. ""Spotlight"" shows why."
1941,Spotlight (2015),It's practically a documentary in the way that it depicts the reporting that led to the unearthing of 2001's shattering Catholic Archdiocese scandal.
1942,Spotlight (2015),A nearly perfect example of what happens when the perfect filmmaker works with the perfect script and acquires the perfect cast and crew to bring a story to life.
1943,Spotlight (2015),A celebration of the profession and a source of inspiration for every journalist. [Full review in Spanish]
1944,Spotlight (2015),Spotlight reminds us the relevance of journalism in a society where the search for truth has been kidnapped by fallacies. [Full review in Spanish]
1945,Spotlight (2015),"Relevant, exciting, and minimal (on a grand scale), this one is unmissable."
1946,Spotlight (2015),Spotlight itself is a masterpiece of grounded filmmaking.
1947,Spotlight (2015),"The script... is a marvel of conveying a dense amount of information and characterization with intelligence, grace, and a surprising amount of tension."
1948,Spotlight (2015),"For journalists and people who care about democracy and the value of open society, Spotlight is a master class on how things should be done."
1949,Spotlight (2015),"A good old-fashioned love letter to investigative journalism, and what it can accomplish if management has the courage to print the truth and reporters are given enough time and money to do their jobs..."
1950,Spotlight (2015),"Spotlight is a taut, pulse-pounding thriller. The all-star cast delivers realistic and transformative performances."
1951,Spotlight (2015),"The result is a collective, well-crafted film about first-class journalism."
1952,Spotlight (2015),"Spotlight has everything you need from a night at the movies - gripping, enlightening, shocking, distressing, triumphant."
1953,Spotlight (2015),The film treats the subject of the investigation with the utmost respect and gives it the weight that it deserves.
1954,Spotlight (2015),"...a film that's a bit, uh, prosaic-yet solid, intriguing and utterly credible. Like the best journalism."
1955,Spotlight (2015),"As a much-needed ode to the type of media coverage this country is desperately, painfully, ominously in need of, Spotlight is a very important film."
1956,Spotlight (2015),If I had my way this film would be required viewing for anyone of faith.
1957,Spotlight (2015),"Absorbing and understated, Spotlight handles its complex subject matter with class, restraint and, vitally, balance."
1958,Spotlight (2015),"Riveting and ceaselessly compelling, while also illustrating the inherent nobility of reporters hitting the streets and chasing down leads and finding sources."
